TCN,REQ_DEL,EST_DE,SPOE,SPOE_AOR,SPOD,SPOD_AOR,CARRIER,SHIP_AGENCY_NM,CONTAINER_SIZE,CLASS_OF_SUPPLY,WEIGHT,SHIP_COST
BJ8H7561799008XTX,7/1/2017,,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,24622,4204.2
BJ8H7561799010XTX,8/19/2017,,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,17454,3487.4
BJ8H7561799021XVX,9/6/2017,9/21/2017,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,10396,2781.6
BJ8H7561799036XMX,7/1/2017,,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,16606,3402.6
BJ8H7561799041XWX,6/2/2017,,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,10866,2828.6
F7068260294821HKX,5/1/2017,,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(JF1) BREMERHAVEN,DE",EUCOM,MAEU - MAERSK LINES INC,DLA,BREAKBULK,Class Unknown,18072,3549.2
FB48352983V018MM2,9/30/2017,9/8/2017,"(PJ8) SALALAH (MINA RAYSUT),OM",CENTCOM,"(PN2) ASH SHUAIBA,KW",CENTCOM,MAEU - MAERSK LINES INC,AIR FORCE,20FT,CLASS VII,25796,4321.6
FB524071730400BXX,10/2/2017,9/24/2017,"(XE2) PEARL HARBOR,HI,US",PACOM,"(TA2) NSD,GU",PACOM,UNKNOWN,DLA,BREAKBULK,CLASS II,28704,4612.4
FV52403298V118KK2,10/6/2017,9/24/2017,"(TA6) GUAM MAG,GU",PACOM,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,UNKNOWN,AIR FORCE,BREAKBULK,CLASS VII,29810,4723
HQCAAB3359S112KTA,9/11/2017,9/7/2017,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,DECA,40FT,CLASS I,23725,4114.5
HQCWJ62601M002KK2,9/5/2017,9/2/2017,"(3DT) MATSON TERMINAL,CA,US",NORTHCOM,"(TJ1) KWAJALEIN ATOLL,MH",PACOM,MATS - MATSON NAVIGATION CO.,DECA,40FT,CLASS I,12407,2982.7
HQCWJ62729S085KT2,9/8/2017,8/29/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DECA,40FT,CLASS I,10699,2811.9
HX6ATX2610S054ML5,9/11/2017,8/25/2017,"(3H2) SAN PEDRO,CA,US",NORTHCOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,AAFES,40FT,CLASS I,15351,3277.1
HX6ATX2611S0592M2,8/19/2017,8/29/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,AAFES,40FT,CLASS I,26361,4378.1
HX7NNW3109M0382M2,9/27/2017,,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(LQ1) ISKENDERUN,TR",EUCOM,APLS - AMERICAN PRESIDENT LINES,AAFES,40FT,CLASS II,28792,4621.2
HX7NNW3259M0322L2,9/29/2017,8/31/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(PK6) UMM SAID,QA",CENTCOM,APLS - AMERICAN PRESIDENT LINES,AAFES,40FT,CLASS I,21306,3872.6
M2910070670058XXX,4/28/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS II,17751,3517.1
MMRFF371700002XAX,9/15/2017,8/29/2017,"(UB1) NAHA,JP",PACOM,"(3G1) PORT HUENEME COMMERCIAL PORT,CA,US",NORTHCOM,CEGL - CENTRAL GULF LINES,MARINE CORPS,BREAKBULK,CLASS VII,14216,3163.6
N0024971630155XAX,9/3/2017,8/28/2017,"(3GA) PORT HUENEME NCBC,CA,US",NORTHCOM,"(TA1) APRA HARBOR,GU",PACOM,CEGL - CENTRAL GULF LINES,DLA,BREAKBULK,CLASS VII,16300,3372
N0024971630160XAX,9/3/2017,8/28/2017,"(3GA) PORT HUENEME NCBC,CA,US",NORTHCOM,"(TA1) APRA HARBOR,GU",PACOM,CEGL - CENTRAL GULF LINES,DLA,BREAKBULK,CLASS VII,29261,4668.1
N638212949V171KK2,9/1/2017,8/27/2017,"(CB5) ANDOS,BS",NORTHCOM,"(1R1) CAPE CANAVERAL,FL,US",NORTHCOM,NSAJ - NOSAT,NAVY,20FT,CLASS IX,26156,4357.6
N682127157P50GXXX,8/2/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS IX,18806,3622.6
Q9942640490931TXX,4/21/2007,8/30/2017,"(XE1) HONOLULU,HI,US",PACOM,"(XF2) NAWILIWILI,HI,US",PACOM,"AHCT - ALOHA CARGO TRANSPORT, INC",DLA,BREAKBULK,CLASS IX,26701,4412.1
R0913671241260TXX,7/5/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS II,18453,3587.3
R6668771531650XBX,9/13/2017,9/8/2017,"(TA1) APRA HARBOR,GU",PACOM,"(3H7) TERMINAL ISLAND,CA,US",NORTHCOM,MATS - MATSON NAVIGATION CO.,NAVY,BREAKBULK,CLASS VII,14965,3238.5
SC31052231M214MLB,9/12/2017,9/3/2017,"(2E4) HOUSTON,TX,US",NORTHCOM,"(PN1) ASH SHUWAIKH,KW",CENTCOM,HLUS - HAPAG-LLOYD,DLA,40FT,CLASS I,24897,4231.7
SC31052539V026MMB,7/9/2017,9/5/2017,"(1Q1) SAVANNAH,GA,US",NORTHCOM,"(JN1) RIGA,LV",EUCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DLA,40FT,CLASS I,21433,3885.3
SC31052586M165ML2,8/25/2017,8/27/2017,"(4D3) SEATTLE,WA,US",NORTHCOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,40FT,CLASS I,23050,4047
SC31052641M217MM2,9/6/2017,8/31/2017,"(3H2) SAN PEDRO,CA,US",NORTHCOM,"(UQ5) HAKATA,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,40FT,CLASS I,17443,3486.3
SE6P042120V006KK9,9/8/2017,9/8/2017,"(HA8) FELIXSTOWE,GB",EUCOM,"(PQ2) ABU DHABI,AE",CENTCOM,MAEU - MAERSK LINES INC,DLA,20FT,CLASS III,17060,3448
SE6P042141V004KK9,9/26/2017,9/8/2017,"(HA8) FELIXSTOWE,GB",EUCOM,"(PQ2) ABU DHABI,AE",CENTCOM,MAEU - MAERSK LINES INC,DLA,20FT,CLASS III,10728,2814.8
SW31233376M059MMA,10/6/2017,9/29/2017,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,"(LQ1) ISKENDERUN,TR",EUCOM,APLS - AMERICAN PRESIDENT LINES,DLA,40FT,CLASS II,29770,4719
SW31423122V0202MA,10/1/2017,8/30/2017,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(3D2) OAKLAND,CA,US",NORTHCOM,MAEU - MAERSK LINES INC,DLA,40FT,Class Unknown,11068,2848.8
UY10102549V004LM5,8/9/2017,,"(PQ7) JEBEL ALI,AE",CENTCOM,"(MM1) DOUALA,CM",AFRICOM,MAEU - MAERSK LINES INC,DLA,20FT,CLASS I,16897,3431.7
UY10102893V002LM2,8/31/2017,9/4/2017,"(PQ7) JEBEL ALI,AE",CENTCOM,"(MP1) LIBREVILLE,GA",AFRICOM,APLS - AMERICAN PRESIDENT LINES,DLA,20FT,CLASS I,20182,3760.2
W22P1H2582V039KK2,7/14/2017,8/31/2017,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,"(TA6) GUAM MAG,GU",PACOM,MISC - MALAYSIAN INTERNATIONAL,ARMY,20FT,CLASS II,20213,3763.3
W22P1H3127V017KK2,7/14/2017,9/3/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(PK6) UMM SAID,QA",CENTCOM,MSCS - MSC,ARMY,20FT,CLASS II,27320,4474
W22P1H3127V085KK2,5/2/2018,9/3/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(PN4) ASH SHUAYBAH (MILITARY VESSELS),KW",CENTCOM,MSCS - MSC,ARMY,20FT,CLASS V,12126,2954.6
W44XMF2582V056KK2,7/14/2018,8/31/2017,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,"(TA6) GUAM MAG,GU",PACOM,MISC - MALAYSIAN INTERNATIONAL,ARMY,20FT,CLASS II,25883,4330.3
W44XMF2582V062KK2,7/14/2017,8/31/2017,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,"(TA6) GUAM MAG,GU",PACOM,MISC - MALAYSIAN INTERNATIONAL,ARMY,20FT,CLASS II,12728,3014.8
W44XMF2873V001KK2,9/13/2017,9/3/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(VE1) AUCKLAND,NZ",PACOM,RISG - REDCLIFFE INTERNATIONAL (SHIPPING) LTD,ARMY,20FT,CLASS V,27490,4491
W53XMD4519V159KK2,4/4/2018,8/28/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(KFK) TALAMONE,IT",EUCOM,MSCS - MSC,ARMY,20FT,CLASS V,27043,4446.3
W81W1T3124V0292M2,9/17/2017,9/2/2017,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,UNKNOWN,ARMY,20FT,CLASS II,11198,2861.8
W904UK60620003XFX,9/9/2017,9/5/2017,"(2E4) HOUSTON,TX,US",NORTHCOM,"(PK5) KHALIFA BIN SALMAN,BH",CENTCOM,FRLN - FARRELL LINES INC.,DCMA,BREAKBULK,CLASS IX,18641,3606.1
W905WL2727V001MM2,9/7/2017,8/31/2017,"(PN2) ASH SHUAIBA,KW",CENTCOM,"(2E4) HOUSTON,TX,US",NORTHCOM,MAEU - MAERSK LINES INC,ARMY,20FT,CLASS IX,10042,2746.2
W905WL2741V044MM2,10/13/2017,9/2/2017,"(PN2) ASH SHUAIBA,KW",CENTCOM,"(3D2) OAKLAND,CA,US",NORTHCOM,APLS - AMERICAN PRESIDENT LINES,ARMY,20FT,CLASS IX,21508,3892.8
W90CGJ71999011XZX,9/12/2017,9/6/2017,"(3GA) PORT HUENEME NCBC,CA,US",NORTHCOM,"(UB1) NAHA,JP",PACOM,CEGL - CENTRAL GULF LINES,ARMY,BREAKBULK,CLASS VII,22841,4026.1
W90Z9C2643V192KK2,7/10/2017,9/24/2017,"(UDA) CHINHAE,KR",PACOM,"(1N4) SOUTHPORT,NC,US",NORTHCOM,UNKNOWN,ARMY,20FT,CLASS V,17235,3465.5
W90Z9C2643V677KK2,7/16/2017,9/24/2017,"(UDA) CHINHAE,KR",PACOM,"(1N4) SOUTHPORT,NC,US",NORTHCOM,UNKNOWN,ARMY,20FT,CLASS V,26977,4439.7
WC1JTQ2280V003KK2,5/1/2017,9/13/2017,"(YC2) VALDEZ,AK,US",NORTHCOM,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,MSCS - MSC,ARMY,20FT,CLASS V,16311,3373.1
WT5LE12178V095KK2,4/2/2017,9/3/2017,"(UL9) HIRAO,JP",PACOM,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,MSCS - MSC,ARMY,BREAKBULK,CLASS VII,20266,3768.6
4774G53182M003KM2,9/8/2017,9/8/2017,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,"(PN2) ASH SHUAIBA,KW",CENTCOM,MAEU - MAERSK LINES INC,GSA,40FT,Class Unknown,24813,4223.3
BJ8H7561799003XBX,10/17/2017,10/5/2017,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,10562,2798.2
BJ8H7562579002XNX,9/30/2017,9/10/2017,"(1R3) JACKSONVILLE,FL,US",NORTHCOM,"(QA4) MUHAMMAD BIN QASIM,PK",CENTCOM,FRLN - FARRELL LINES INC.,DCMA,BREAKBULK,CLASS VII,26762,4418.2
FB52847038X005GCX,3/30/2017,9/3/2017,"(UDA) CHINHAE,KR",PACOM,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,MSCS - MSC,AIR FORCE,BREAKBULK,CLASS VII,20148,3756.8
FV52182127V023KK2,3/30/2017,9/3/2017,"(UDA) CHINHAE,KR",PACOM,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,MSCS - MSC,AIR FORCE,20FT,CLASS V,22298,3971.8
FV529470330099XAA,3/11/2017,9/3/2017,"(UDA) CHINHAE,KR",PACOM,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,MSCS - MSC,AIR FORCE,BREAKBULK,CLASS VII,28235,4565.5
FV58972686V112MM2,6/30/2017,9/24/2017,"(PK6) UMM SAID,QA",CENTCOM,"(1N4) SOUTHPORT,NC,US",NORTHCOM,MSCS - MSC,AIR FORCE,BREAKBULK,CLASS VII,11321,2874.1
FV58972686V129MM2,6/30/2017,9/24/2017,"(PK6) UMM SAID,QA",CENTCOM,"(1N4) SOUTHPORT,NC,US",NORTHCOM,MSCS - MSC,AIR FORCE,BREAKBULK,CLASS VII,17336,3475.6
HQCAAB3100S200KTA,9/4/2017,9/7/2017,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,DECA,40FT,CLASS II,12187,2960.7
HQCAAB3359S189KT5,9/11/2017,9/2/2017,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,DECA,40FT,CLASS I,29733,4715.3
HX7NNW3099S0842P2,9/6/2017,9/2/2017,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,AAFES,20FT,CLASS I,12759,3017.9
HX7NNW3100S033TS2,9/15/2017,8/30/2017,"(1M1) NORFOLK,VA,US",NORTHCOM,"(HA4) SOUTHAMPTON,GB",EUCOM,HLUS - HAPAG-LLOYD,AAFES,40FT,CLASS I,16824,3424.4
N499352719V037KK2,8/5/2017,9/24/2017,"(PN3) KUWAIT NAVAL BASE (MSC/CHARTERED VESSELS),KW",CENTCOM,"(1N4) SOUTHPORT,NC,US",NORTHCOM,MSCS - MSC,NAVY,20FT,CLASS V,12513,2993.3
SC041471288XPRTXX,8/30/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS II,23191,4061.1
SC31053210M0631M5,8/15/2017,9/8/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(KF4) GENOVA,IT",EUCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS I,20142,3756.2
SC31053624M298ML5,10/3/2017,9/7/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(PN1) ASH SHUWAIKH,KW",CENTCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS I,27008,4442.8
SGR18A2118V004MM2,7/4/2017,9/3/2017,"(KF3) LIVORNO,IT",EUCOM,"(NE1) MOMBASA,KE",AFRICOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,20FT,CLASS VII,16335,3375.5
SW314270620025XXX,3/28/2017,8/27/2017,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS II,12959,3037.9
SW314271600041XXX,8/2/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,Class Unknown,20984,3840.4
SW31852937M0081M2,9/11/2017,9/7/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(JG1) ROTTERDAM,NL",EUCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS VII,17961,3538.1
SW31853050M0351M2,7/18/2017,,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(KJ6) ALGECIRAS,ES",EUCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS II,23170,4059
SW31853345M0011L2,9/7/2017,9/3/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(JF1) BREMERHAVEN,DE",EUCOM,MAEU - MAERSK LINES INC,DLA,40FT,Class Unknown,25710,4313
SWE3002394V012MM2,9/20/2017,,"(JG1) ROTTERDAM,NL",EUCOM,"(QA4) MUHAMMAD BIN QASIM,PK",CENTCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS IV,18562,3598.2
SWE3002587V101ML2,11/7/2017,9/3/2017,"(JG1) ROTTERDAM,NL",EUCOM,"(PK7) HAMAD, QATAR",CENTCOM,UNKNOWN,DLA,20FT,CLASS VII,14796,3221.6
UY03063345M001MM2,9/26/2017,9/1/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(JG1) ROTTERDAM,NL",EUCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS I,29004,4642.4
W22P1H2582V015KK2,7/14/2017,8/31/2017,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,"(TA6) GUAM MAG,GU",PACOM,MISC - MALAYSIAN INTERNATIONAL,ARMY,20FT,CLASS II,21625,3904.5
W25G1R3127V002KK2,7/31/2017,9/3/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(PN4) ASH SHUAYBAH (MILITARY VESSELS),KW",CENTCOM,MSCS - MSC,ARMY,20FT,CLASS V,18700,3612
W25G1R3127V005KK2,7/31/2017,9/3/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(PN4) ASH SHUAYBAH (MILITARY VESSELS),KW",CENTCOM,MSCS - MSC,ARMY,20FT,CLASS V,29960,4738
W44XMF3127V082KK2,7/14/2017,9/3/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(PK6) UMM SAID,QA",CENTCOM,MSCS - MSC,ARMY,20FT,CLASS II,10502,2792.2
W56HZW7187003WLCX,9/18/2017,9/2/2017,"(2E3) GALVESTON,TX,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,AROF - AMERICAN ROLL ON ROLL OFF CARRIERS,DLA,BREAKBULK,CLASS VII,26982,4440.2
W67G233127V017KK2,7/14/2017,9/3/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(PN4) ASH SHUAYBAH (MILITARY VESSELS),KW",CENTCOM,MSCS - MSC,ARMY,20FT,CLASS V,10168,2758.8
W80Y3J71281614XXX,7/5/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS VII,19999,3741.9
W90Z9F2643V166KK2,6/30/2017,8/27/2017,"(UDA) CHINHAE,KR",PACOM,"(1N4) SOUTHPORT,NC,US",NORTHCOM,MSCS - MSC,ARMY,20FT,CLASS V,26790,4421
Z7198000005343PXX,8/14/2017,,"(4D3) SEATTLE,WA,US",NORTHCOM,"(YB6) JUNEAU,AK,US",NORTHCOM,AKMR - ALASKA MARINE LINES,ARMY,BREAKBULK,Class Unknown,18309,3572.9
4774G53054M004MMA,9/9/2017,,"(1Q1) SAVANNAH,GA,US",NORTHCOM,"(LQ1) ISKENDERUN,TR",EUCOM,APLS - AMERICAN PRESIDENT LINES,GSA,40FT,CLASS II,23436,4085.6
BJ3H7550909024XEX,8/3/2017,,"(1R3) JACKSONVILLE,FL,US",NORTHCOM,"(QA4) MUHAMMAD BIN QASIM,PK",CENTCOM,FRLN - FARRELL LINES INC.,DCMA,BREAKBULK,CLASS VII,25863,4328.3
BJ3H7550909028XMX,11/25/2017,11/5/2017,"(2E1) BEAUMONT,TX,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,UNKNOWN,DCMA,BREAKBULK,CLASS VII,14206,3162.6
BJ8H7560439021XBX,8/29/2017,9/21/2017,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,14175,3159.5
BJ8H7560439025XAX,9/14/2017,9/21/2017,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,27320,4474
FB460872308004XTX,10/6/2017,9/24/2017,"(TA6) GUAM MAG,GU",PACOM,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,UNKNOWN,AIR FORCE,BREAKBULK,CLASS VII,16310,3373
FV529470330099XCG,3/11/2017,9/3/2017,"(UDA) CHINHAE,KR",PACOM,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,MSCS - MSC,AIR FORCE,BREAKBULK,CLASS VII,17209,3462.9
HHAU5U7072X007XXX,6/19/2017,,"(KJ6) ALGECIRAS,ES",EUCOM,"(LSA) ODESSA,UA",EUCOM,SQMS - SUPERIOR MARINE SERVICES INC.,NAVY,BREAKBULK,CLASS VII,27847,4526.7
HP93472807V0011M2,9/17/2017,8/25/2017,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(3D2) OAKLAND,CA,US",NORTHCOM,MAEU - MAERSK LINES INC,POSTAL,40FT,Class Unknown,28121,4554.1
HQCAAB3100S254KT5,9/4/2017,9/2/2017,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,DECA,40FT,CLASS I,16712,3413.2
HQCWJ62641S040KTB,9/20/2017,8/27/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DECA,40FT,CLASS I,15608,3302.8
HQCWJ62729S020KSB,9/8/2017,8/30/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DECA,40FT,CLASS I,27108,4452.8
HQCWJ62815S082KT2,10/4/2017,8/28/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DECA,40FT,CLASS I,14972,3239.2
HX6ATX3345S074MM2,9/7/2017,9/1/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(JG1) ROTTERDAM,NL",EUCOM,MAEU - MAERSK LINES INC,AAFES,40FT,CLASS I,18126,3554.6
HX6ATX3358M001KM5,9/4/2017,9/8/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(CR4) PUERTO CORTES,HN",SOUTHCOM,MAEU - MAERSK LINES INC,AAFES,40FT,CLASS I,15853,3327.3
HX7NNW3624S0152M5,9/27/2017,9/7/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(PN1) ASH SHUWAIKH,KW",CENTCOM,MAEU - MAERSK LINES INC,AAFES,40FT,CLASS I,19429,3684.9
M7082285843480HJX,6/8/2017,,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(JF1) BREMERHAVEN,DE",EUCOM,MAEU - MAERSK LINES INC,DLA,BREAKBULK,Class Unknown,19976,3739.6
N222611192V014LK2,6/2/2017,8/28/2017,"(RB1) SINGAPORE,SG",PACOM,"(QF1) DIEGO GARCIA,DG",PACOM,MSCS - MSC,NAVY,20FT,CLASS VII,15974,3339.4
N6275871810060XXX,10/2/2017,9/24/2017,"(XE2) PEARL HARBOR,HI,US",PACOM,"(UM4) YOKOSUKA,JP",PACOM,UNKNOWN,DLA,BREAKBULK,CLASS III,13902,3132.2
R0913670440795XXX,4/28/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS II,19844,3726.4
R0913671570711XXX,8/2/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS II,16706,3412.6
SC31052237M116ML5,9/20/2017,9/3/2017,"(2E4) HOUSTON,TX,US",NORTHCOM,"(PN1) ASH SHUWAIKH,KW",CENTCOM,HLUS - HAPAG-LLOYD,DLA,40FT,CLASS I,17664,3508.4
SC31053125M093MMA,8/10/2017,,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(JG1) ROTTERDAM,NL",EUCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS I,26239,4365.9
SW31233080S408MM2,8/31/2017,,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,DLA,40FT,CLASS IV,21450,3887
SW31233182M004MM2,9/23/2017,9/21/2017,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,"(QA4) MUHAMMAD BIN QASIM,PK",CENTCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS II,22993,4041.3
SW31233308M014MM2,9/11/2017,9/1/2017,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,"(PN1) ASH SHUWAIKH,KW",CENTCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS IV,13809,3122.9
SW31853122M0011L2,8/20/2017,8/25/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(PB1) DJIBOUTI,DJ",AFRICOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS II,27731,4515.1
SW32277130Y001TDX,8/4/2017,8/25/2017,"(2E4) HOUSTON,TX,US",NORTHCOM,"(PJ8) SALALAH (MINA RAYSUT),OM",CENTCOM,MAEU - MAERSK LINES INC,DLA,BREAKBULK,CLASS VII,27062,4448.2
SWE3002383V009MM2,9/26/2017,9/3/2017,"(JG1) ROTTERDAM,NL",EUCOM,"(PN1) ASH SHUWAIKH,KW",CENTCOM,APLS - AMERICAN PRESIDENT LINES,DLA,40FT,CLASS IV,26399,4381.9
W44XMF2582V107KK2,7/14/2017,9/9/2017,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,"(UDA) CHINHAE,KR",PACOM,MISC - MALAYSIAN INTERNATIONAL,ARMY,20FT,CLASS II,16837,3425.7
